tract,population,total_area_flood_1,TAFSQM,GAHSQM,LNDSQM,TTLSQM,IBuff_Pop,BWDP_Pop,WVW_Pop
36061023600,6404,0.108303477549749,0.166643051462253,0.0732331104058037,282304,410864,0.588382261086821,0.246408494690818,0.0785446595877577
36061024900,1101,0,0.0966565449864678,0.055795762096508,60596,60596,0.93732970027248,0,0
36061025300,11236,0,0.0770744331980217,0.0129639149368644,169239,169239,0.955589177643289,0,0
36061026700,2173,0,0.121908314435284,0.0620350549986224,47183,47183,0.786470317533364,0,0
36061031704,5677,0.443756991051454,0.202164159408815,0.0765561965086906,212184,257472,0.83001585344372,0.00017614937466972,0.169279549057601
36081000100,4949,0.479881233253503,0.0303817197246682,0.0465828211938848,1127948,1349536,0.471004243281471,0.139220044453425,0.0248535057587391
36081001800,2931,0,0.183802418899062,0.0625353227082627,176940,176940,0.851245308768339,0,0
36081004300,2437,0,0.2768938772641,0.102959439510743,170708,170709,0.597455888387362,0.130488305293394,0
36081005700,4321,0,0.0813446596727416,0.0198539152851874,223432,223432,0.976625781069197,0.0404998842860449,0
36081007700,1478,0.165943934977844,0.0978886756238004,0.0412470478582656,126603,126603,0.885656292286874,0,0
36081009700,3580,0,0.131123969318796,0.0289656745352948,201687,201687,0.728491620111732,0.00921787709497207,0
36081010600,3427,0,0.125730875778589,0.0573712183865502,172909,172909,0.902246863145608,0.915961482346075,0
36081011300,4234,0,0.119378160578382,0.0321839981631545,178567,178567,0.907888521492678,0.37104393008975,0
36081012000,2487,0,0.134307840975596,0.0819280552039525,146946,146946,0.946521913952553,0.16043425814234,0
36081014100,1621,0,0.0582120216013149,0.0248884714721766,170360,170360,0.990746452806909,0.285626156693399,0
36081015400,2333,0,0.10646938979994,0.0692962826892889,149705,149705,0.470638662666095,0.0552936133733391,0
36081016600,3278,0,0.156119187341046,0.0846750650661547,202102,202102,0.709273947528981,0.64032946918853,0
36081019400,2628,0,0.209312134869525,0.173309730280879,301091,301091,0.626331811263318,0.407534246575343,0
36081020600,1712,0,0.0999133059127975,0.0614615449798909,153413,153413,0.934579439252336,0,0
36081023800,5101,0,0.10649332423243,0.0402140838601438,156761,156762,0.96079200156832,0.00627327974906881,0
36081026000,2339,0,0.215102256027104,0.161551060702947,178278,178278,0.430953398888414,0.0619923044035913,0
36081027000,1647,0,0.166242688400279,0.154473915884872,185151,185151,0.938069216757741,0.187613843351548,0
36081030903,6743,0,0.138171876289129,0.0587970878841071,351497,351497,0.845469375648821,0.0219486875278066,0
36081035800,3927,0,0.191998542749219,0.158313040477058,521530,521530,0.589763177998472,0.51948051948052,0
36081036700,2676,0,0.135286106332432,0.101110018841648,195312,195312,0.852391629297459,0,0
36081040900,5094,0,0.105255926248225,0.0363655397580429,152837,152837,0.977031802120141,0.15017667844523,0
36081042600,512,0,0.210946692137352,0.402235337724175,526095,528789,0.453125,0.58984375,0.013671875
36081043702,6476,0,0.11509274646789,0.0409385974819428,185937,185937,0.825818406423718,0.0304200123533045,0
36081046100,3089,0,0.128547608911594,0.0527706825599546,112752,112752,0.945937196503723,0.615733247005503,0
36081049301,2134,0,0.138873818130833,0.163684688583952,164041,164041,0.975164011246486,0.0135895032802249,0
36081050500,1657,0,0.175416739778909,0.136392349535006,113980,113980,0.606517803258902,0.864212432106216,0
36081052000,1521,0,0.155961863594374,0.131118586559299,172119,172119,0.0756081525312295,0.0184089414858646,0
36081053800,1755,0,0.228775168228696,0.108755292662427,189177,189177,0.646153846153846,0.699145299145299,0
36081055300,2454,0,0.0937055526117634,0.0222759851632875,143428,143428,0.990220048899755,0,0
36081057700,3625,0,0.106600429645542,0.0399409237379162,186200,186200,0.784551724137931,0,0
36081059400,1537,0,0.208032946435008,0.235049744070363,221936,221936,0.0429407937540664,0.957709824333116,0
36081062000,1440,0,0.162027043963849,0.159232593871706,215427,215427,0.714583333333333,0.836111111111111,0
36081063302,1476,0,0.228947880930623,0.0595646507168432,133502,133502,0.782520325203252,0.00542005420054201,0
36081065702,1675,0,0.130497745045306,0.0782407215855021,145014,145014,0.976119402985075,0.404776119402985,0
36081067700,1786,0,0.209283930954328,0.0764603331754983,185848,185848,0.142777155655095,0,0
36081069702,3911,0,0.268680158142726,0.153284259744011,443144,443144,0.342623369982102,0.0380976732293531,0
36081071306,5811,0,0.142984300245364,0.0545011624025719,170767,170769,0.779383927034934,0.0397521941146102,0
36081074300,4221,0,0.201549385365652,0.0599636959770799,193367,193370,0.847903340440654,0,0
36081077907,3193,0,0.211924195515527,0.123965662820152,213180,213180,0.662699655496398,0,0
36081079900,3425,0,0.122170285905928,0.102701154243872,286248,286248,0.795328467153285,0,0
36081086300,7277,0,0.136976032317848,0.062428419715553,144069,144074,0.981036141267006,0.286931427786176,0
36081097204,3544,0.608936678736128,0.108007762627036,0.136900566876053,391620,391622,1,0.0228555304740406,0
36081099900,0,0.235342650463054,0.248303423188914,0.385734905180253,599295,636319,,,
36081108500,2613,0,0.166287470562408,0.201255560434102,450954,450954,0.644469957902794,0.341752774588596,0
36081114700,1673,0,0.368072765962968,0.149564027040704,308276,308276,0.51225343693963,0.260609683203825,0
36081124700,3550,0,0.211610160343439,0.167922593395279,481716,481716,0.695774647887324,0.356901408450704,0
36081137700,6606,0,0.238617809050168,0.184617707501009,748406,748406,0.46503178928247,0.315773539206782,0
36081140901,914,0,0.239023882399484,0.172840277343994,240135,240135,0.704595185995624,0,0
36081146300,3000,0,0.214204618679693,0.12467857646965,325894,325894,0.765666666666667,0.056,0
36081150702,3178,0,0.318855029366535,0.189187186185685,863568,863595,0.616740088105727,0.341095028319698,0
36085001800,731,0.0820749880407168,0.256579276071454,0.319665715151737,900669,1049394,0.547195622435021,0.251709986320109,0.0027359781121751
36085003600,2510,0,0.194052776299017,0.182275056043682,409502,410240,0.686852589641434,0.430278884462151,0.00956175298804781
36085009700,3925,0.0783406134026844,0.34182568619641,0.20258002536142,1011773,1150859,0.501656050955414,0.233885350318471,0.00611464968152866
36085013301,1633,0,0.440443995363904,0.0842818508722399,67298,67298,0.0557256582976118,0.173300673606859,0
36085014607,4552,0.0463823793809241,0.159538719912617,0.167534690447151,682969,683018,0.472759226713533,1,0.00922671353251318
36085017012,4279,0.0107116736317456,0.252433791892608,0.217697079848303,1003578,1003578,0.863052114980136,0.729376022435148,0
36085020804,5323,0,0.241573918660118,0.208544900787834,1326803,1329707,0.521886154424197,0.485628405034755,0.00112718391884276
36005001600,5643,0,0.185442334308987,0.173486962745693,484803,484803,0.800815169236222,0.110579479000532,0
36005002000,8731,0,0.271509911696485,0.133874300919965,395341,395341,0.462260909403276,0.0952926354369488,0
36005002500,5491,0,0.139974126778784,0.0927358971343447,127545,127545,0.900928792569659,0.0116554361682754,0
36005003700,245,0,0.422308973371774,0.294378883655964,167529,167530,0.33469387755102,0.26530612244898,0
36005005002,5823,0,0.0548513198928273,0.0131330434400668,113835,113835,1,0,0
36005006200,6585,0,0.262641243304069,0.103411618898471,192841,192841,0.7916476841306,0.114958238420653,0
